Sno,Generic/Quantity,Package Unit,Price(in Rs.)
1923,Vit E   25 iuVit C   150 mgBeta Carotene   400 iuChromic Chloride   50 mcgCopper   2 mgLutein   6 mgManganese   1.5 mgSelenium   75 mcgZinc Sulphate   15 mg,10 Capsule,9.06
1924,Vit A   2500 iuVit B1   10 mgVit B2   10 mgVit C   50 mgVit E   10 iuMethylcobalamin   500 mcgSodium Selenite   70 mcgVit B6   3 mgZinc   27.45 mg,10 Capsule,7.49
1925,Vit A   4000 iuVit B1   4 mgVit B2   4 mgVit C   50 mgVit E   7.5 mgCholecalciferol   300 iuNicotinamide   25 mgVit B12   5 mcgVit B6   1 mg,100 ml,15.99
1926,Vit A   2500 iuVit B1   2 mgVit B2   1.5 mgVit C   50 mgVit E   50 mgLysine   100 mgNiacinamide   15 mgVit B6   1 mgVit D3   200 iu,100 ml,15.98
1927,Vit A   10000 iuVit B2   10 mgVit B6   10 mgVit C   300 mcgVit E   100 iuCopper   2 mgSelenium   500 mcgZexanthin   4 mcgZinc Gluconate   40 mg,30 Tablet,273.03
1928,Vit A   5000 iuVit B1   1.5 mgVit B2   1.2 mgVit C   50 mgCholecalciferol   400 iuFerrous Gluconate   2 mgNicotinamide   10 mgVit B6   1 mgZinc Sulphate   1.05 mg,15 ml,10.93
1929,Vit E   400 iuVit C   150 mgVit B6   10 mgFolic Acid (Vit B9)   1.5 mgVit B2   500 mcgChromium (Chromic)   200 mcgZinc Sulphate   20 mgMagnesium   50 mgSelenium   100 mcg,30 Capsule,44.67
1930,Protein Hydrolysate   1 gmThiamine Hydrochloride   5 mgRiboflavin   2.5 mgPyridoxine Hydrochloride IP   1.5 mgNiacinamide   30 mgManganese Chloride   0.1 mgMagnesium Chloride   10 mgCarbohydrate   8 gmL-Lysine   25 mg,30 ml,18.76
1931,Thiamine   5 mgRiboflavin   5 mgNicotinic Acid   5 mgNiacinamide   45 mgPyridoxine   1.5 mgD-Panthenol   5 mgVit B12   7 mcgVit C   75 mgLysine   300 mg,120 ml,32.17
1932,Vit A   12.7 mcgVit B1   5 mgVit B2   5 mgVit C   75 mcgLysine   300 mcgNiacinamide   45 mgNicotinic Acid   5 mgD-Panthenol   5 mgVit B6   1.5 mg,120 ml,26.1
1933,Thiamine   5 mgRiboflavin   5 mgNicotinic Acid   5 mgNiacinamide   45 mgPyridoxine   1.5 mgD-Panthenol   5 mgVit B12   7 mcgVit C   75 mgLysine   300 mg,200 ml,37.76
1934,Vit A   750 iuCholecalciferol   200 iuRiboflavin   0.5 mgThiamine   0.5 mgPyridoxine   0.5 mgZinc Sulphate   11 mgNicotinamide   5 mgInositol   7.5 mgCholine Chloride   3.46 mg,30 ml,8.16
1935,Protein Hydrolysate   1 mgFerrous Gluconate   50 mgCarbohydrate   7.5 gmFolic Acid (Vit B9)   100 mcgVit B6   0.5 mgVit B1   1 mgVit B2   1 mgVit B12   0.5 mcg,200 ml,26.77
1936,Vit A   1250 iuVit D3   125 iuVit B1   2 mgVit B6   0.5 mgNiacinamide   12.5 mgPotassium Guaiacol Sulfonate   20 mgCreasol   0.003 mlCalcium Hypophosphate   10 mgSodium Hydroxide   10 mg,200 ml,26.82
1937,Vit A   750 iuCholecalciferol   0.5 mgThiamine   0.5 mgRiboflavin   0.5 mgNicotinamide   5 mgPyridoxine   0.5 mgInositol   7.5 mgCholine Chloride   3.46 mgZinc Sulphate   11 mg,30 ml,7.78
1938,Vit A   4000 iuVit D3   400 iuThiamine   3 mgRiboflavin   1.2 mgNicotinamide   25 mgD-Panthenol   5 mgPyridoxine   1 mgAscorbic Acid   50 mgCyanocobalamin   3 mcg,30 ml,7.35
1939,Vit A   4000 iuVit D3   400 iuThiamine   3 mgRiboflavin   1.2 mgNicotinamide   25 mgD-Panthenol   5 mgPyridoxine   1 mgAscorbic Acid   50 mgCyanocobalamin   3 mcg,100 ml,13.34
1940,Aspirin   10 mgBiotin   10 mcgCholine Chloride   20 mgFolic Acid (Vit B9)   0.1 mgLysine   10 mgNiacinamide   10 mgPanthenol   1 mgVit B12   2 mcgVit B6   1 mgZinc Sulphate   13.3 mg,30 ml,9.7
1941,Vit B1   0.84 mgVit B2   0.84 mgVit E   2.5 mgElemental Iron   5 mgNiacinamide   8.33 mgPanthenol   1.67 mgSoya Protein   2.5 gmVit B12   1.67 mcgVit B6   0.5 mgZinc Sulphate   2.5 mg,200 ml,28.41
1942,Dried Ferrous Sulphate   155 mgPyridoxine   3 mgFolic Acid (Vit B9)   1.5 mgCyanocobalamin   15 mcgAscorbic Acid   7.5 mgZinc   20 mgCopper   2.5 mgSelenium   65 mcgIodine   150 mcgManganese   2.5 mg,30 Capsule,15.74
1943,Vit A   10000 iuVit D3   500 iuVit B1   10 mgVit B2   5 mgVit B6   3 mgFolic Acid (Vit B9)   1.5 mgCalcium Pantothenate   10 mgNicotinamide   50 mgVit C   150 mgVit E   15 mg,30 Capsule,24.66
1944,Vit B1   1 mgVit B2   1.5 mgFolic Acid (Vit B9)   150 mcgIron Choline Citrate   100 mgNiacinamide   15 mgD-Panthenol   2.5 mgProtein Hydrolysate   1 gmVit B12   0.5 mcgVit B6   1 mgZinc Sulphate   5 mg,200 ml,39.34
1945,Calcium Pantothenate   2.5 mgVit A   1600 iuVit B1   1.5 mgVit B2   1.5 mgFerrous Gluconate   26 mgNicotinamide   10 mgVit B12   1 mcgVit B6   1 mgVit D3   200 iuZinc Sulphate   44 mg,30 ml,6.82
1946,Calcium Pantothenate   2.5 mgVit A   1600 iuVit B1   1.5 mgVit B2   1.5 mgFerrous Gluconate   26 mgNicotinamide   10 mgVit B12   1 mcgVit B6   1 mgVit D3   200 iuZinc Sulphate   44 mg,100 ml,12.56
1947,Vit A   2500 iuVit B1   2.5 mgVit B2   2.5 mgVit E   10 mgLysine   10 mgNiacinamide   25 mgD-Panthenol   2.5 mgVit B12   3 mcgVit B6   1 mgVit D   200 iu,200 ml,21.46
1948,Vit A   3000 iuVit B1   1 mgVit B2   1 mgVit E   5 mgVit D3   300 iuLysine   10 mgNiacinamide   10 mgD-Panthenol   300 mgCyanocobalamin   2 mcgVit B6   1.5 mg,15 ml,8.4
1949,Vit A   5000 iuVit B1   2 mgVit B2   5 mgVit C   80 mgVit E   5 mgLysine   100 mgNiacinamide   20 mgVit B6   2 mgVit D3   400 iuPhosphate   2 mg,15 ml,10.44
1950,L-Arginine   25 mgVit E   25 mgBetacarotene   6 mgLycopene   10 mgZinc Oxide   7.5 mgLutein   7 mgCopper Sulphate   1.0 mgManganese Sulphate   1.0 mgMethylcobalamin   500 mcgSelenious Acid   100 mcg,10 Capsule,11.71
1951,Vit A   2750 iuCholecalciferol   250 iuTocopheryl Acetate   5 mgThiamine   1 mgRiboflavin   1 mgD-Panthenol   2.5 mgNicotinamide   10 mgAscorbic Acid   40 mgZinc Sulphate   13.3 mgPyridoxine   1 mg,10 ml,8.37
1952,Vit A   2750 iuCholecalciferol   250 iuTocopheryl Acetate   5 mgThiamine   1 mgRiboflavin   1 mgD-Panthenol   2.5 mgNicotinamide   10 mgAscorbic Acid   40 mgZinc Sulphate   13.3 mgPyridoxine   1 mg,15 ml,9.47
1953,Vit B1   100 mgVit B2   5 mgCholine Chloride   10 mgD-Panthenol   10 mgDl-Methionine   10 mgInositol   5 mgNiacinamide   100 mgVit B12   100 mcgVit B6   5 mgBenzyl Alcohol   1% v/v,2 ml,3.72
1954,Vit A   1100 iuCholecalciferol   100 iuTocopheryl Acetate   0.50 mgThiamine   5 mgPyridoxine   1.65 mgRiboflavin   1.40 mgAscorbic Acid   50 mgNicotinamide   10 mgD-Panthenol   2.5 mgBenzyl Alcohol   1% w/v,10 ml,6.12
1955,Vit A   3000 iuVit E   5 mgVit D   400 iuVit B2   1 mgVit B1   2 mgVit B3   10 mgVit B5   5 mgVit B6   3 mgVit C   40 mg,10 ml,9.29
1956,Vit A   3000 iuVit D3   400 iuVit E   5 iuVit B1   2 mgVit B2   1 mgVit B6   1 mgVit C   40 mgZinc   2.5 mgD-Panthenol   3 mgNicotinamide   10 mg,10 ml,8.19
1957,Vit A   3000 iuVit D3   400 iuVit E   5 iuVit B1   2 mgVit B2   1 mgVit B6   1 mgVit C   40 mgZinc   2.5 mgD-Panthenol   3 mgNicotinamide   10 mg,15 ml,9.2
1958,Vit A   2500 iuVit D   200 iuVit B1   2 mgVit B2   1 mgVit B6   1 mgNiacinamide   15 mgVit C   50 mgVit B12   1 mcgD-Panthenol   2.5 mgCitrus Bioflavonoid   5 mg,100 ml,15.79
1959,Vit A   2500 iuVit D   200 iuVit E   2.5 iuVit B1   0.5 mgVit B2   0.5 mgVit B6   0.5 mgVit C   25 mgNicotinamide   1.5 mgZinc Sulphate   2.5 mgSodium Pantothenate   1.5 mg,10 ml,7.97
1960,Thiamine   100 mgRiboflavin   50 mgPyridoxine   5 mgNiacinamide   100 mgD-Panthenol   10 mgCholine Chloride   10 mgDl-Methionine   10 mgInositol   5 mgChlorocresol   0.1% w/vBenzyl Alcohol   3.0% v/v,11 ml,22.32
1961,Thiamine   100 mgRiboflavin   5 mgPyridoxine   5 mgNiacinamide   100 mgD-Panthenol   10 mgCholine Chloride   10 mgDl-Methionine   10 mgInositol   5 mgCyanocobalamin   100 mcgBenzyl Alcohol   1.0% v/v,2 ml,4.46
1962,Iron   25 mgCalcium   85 mgVit B2   2 mgVit B6   1 mgVit C   35 mgVit B12   1 mcgFolic Acid (Vit B9)   0.3 mgCalcium Carbonate   1107 mgDibasic Calcium Phosphate   200 mgVit D3   200 iuMagnesium   90 mg,30 Tablet,11.7
1963,Aspirin   10 mgBiotin   30 mcgCopper Sulphate   100 mcgFolic Acid (Vit B9)   0.05 mgLysine   5 mgNiacinamide   7.5 mgPanthenol   0.5 mgPotassium Iodide   50 mcgVit B12   0.5 mcgVit B6   0.5 mgZinc Sulphate   22.2 mg,200 ml,21.06
1964,Iron   50 mgFolic Acid (Vit B9)   0.53 mgCalcium   500 mgVit D3   225 iuVit E   10 mgVit C   50 mgVit B2   2 mgVit B6   1.6 mgVit B12   1 mcgZinc   25 mgMagnesium   5 mg,18 Capsule,8.44
1965,Vit C   75 mgCopper Sulphate   0.8 mgDried Ferrous Sulphate   150 mgFerrous Fumarate   75 mgFolic Acid (Vit B9)   1 mgGlycine   10 mgL-Histidine   4 mgL-Lysine   25 mgVit B12   6.25 mcgVit B6   1.5 mgZinc Sulphate   15 mg,30 Capsule,19.49
1966,Vit B1   2 mgVit B2   5 mgVit C   25 mgIron Choline Citrate   25 mgNiacinamide   15 mgD-Panthenol   1 mgProtein Hydrolysate   0.5 gmVit B12   1 mcgVit B6   0.5 mgLysine   25 mgPhosphate   1.5 mg,100 ml,17.1
1967,Calcium D-Pantothenate   2 mgVit A   20000 iuVit B1   1.5 mgVit B2   1 mgVit C   25 mgVit E   5 mgNiacinamide   15 mgVit B12   1 mcgVit B6   1 mgVit D3   150 iuZinc Sulphate   2 mg,200 ml,21.26
1968,Vit A   2500 iuVit E   2.5 iuVit D   200 iuVit C   40 mgVit B1   1 mgVit B2   1 mgVit B6   0.5 mgNiacinamide   10 mgD-Panthenol   1 mgZinc Sulphate   13.3 mgLysine   10 mg,15 ml,8.86
1969,Vit A   1600 iuCholecalciferol   150 iuThiamine   2 mgRiboflavin   2 mgPyridoxine   1.5 mgD-Panthenol   5 mgNicotinic Acid   5 mgNiacinamide   15 mgZinc Gluconate   79 mgCalcium Hypophosphate   82 mgCalcium Lactate   158 mg,100 ml,15.85
1970,Vit A   1250 iuCholecalciferol   100 iuVit B1   0.75 mgVit B2   1.5 mgVit B6   0.5 mgNicotinamide   7.5 mgD-Panthenol   1.25 mgBiotin   30 mcgLysine   70 mgElemental Zinc   10 mgElemental Selenium   20 mcg,100 ml,17.5
1971,Vit A   2500 iuVit E   25 iuVit D   200 iuVit B1   1 mgVit B2   1 mgVit B6   0.5 mgNiacinamide   10 mgD-Panthenol   1 mgVit C   40 mgZinc Sulphate   13 mgL-Lysine   10 mg,5 ml,6.49
1972,Vit A   2500 iuVit E   25 iuVit D   200 iuVit B1   1 mgVit B2   1 mgVit B6   0.5 mgNiacinamide   10 mgD-Panthenol   1 mgVit C   40 mgZinc Sulphate   13 mgL-Lysine   10 mg,15 ml,9.09
1973,Vit A   2500 iuCholecalciferol   200 iuTocopheryl Acetate   5 mgThiamine   2 mgRiboflavin   1.2 mgPyridoxine   1 mgD-Panthenol   2.5 mgCyanocobalamin   1 mcgNicotinamide   20 mgAscorbic Acid   50 mgZinc Sulphate   22.2 mg,30 ml,7.82
1974,Vit A   2500 iuCholecalciferol   200 iuTocopheryl Acetate   5 mgThiamine   2 mgRiboflavin   1.2 mgPyridoxine   1 mgD-Panthenol   2.5 mgCyanocobalamin   1 mcgNicotinamide   20 mgAscorbic Acid   50 mgZinc Sulphate   22.2 mg,100 ml,14.84
1975,Ferrous Fumarate   150 mgZinc Sulphate   50 mgL-Histidine   4 mgL-Lysine   25 mgGlycine   10 mgThiamine   5 mgRiboflavin   3 mgPyridoxine   1.5 mgMethylcobalamin   500 mcgFolic Acid (Vit B9)   0.5 mgAscorbic Acid   40 mg,30 Capsule,19.44
1976,Thiamine   5 mgRiboflavin   3 mgPyridoxine   1.5 mgCyanocobalamin   2.5 mcgAscorbic Acid   40 mgFerrous Fumarate   150 mgGlycine   10 mgL-Lysine   25 mgL-Histidine   4 mgFolic Acid (Vit B9)   0.5 mgZinc Sulphate   50 mg,10 Capsule,5.08
1977,Vit A   2500 iuVit D   200 iuVit B1   2 mgVit B2   1 mgVit B6   1 mgNiacinamide   15 mgVit C   50 mgVit B12   1 mcgD-Panthenol   2.5 mgCitrus Bioflavonoid   5 mg,30 ml,8.08
1978,Vit A   3000 iuVit D   400 iuVit B1   1.5 mgVit B2   1.2 mgVit B6   1 mgVit B12   3 mcgL-Lysine   300 mgCholine Bitartrate   5 mgInositol   5 mgVit C   50 mgNicotinamide   10 mg,30 ml,8.3
1979,Vit A   3000 iuVit D   400 iuVit B1   1.5 mgVit B2   1.2 mgVit B6   1 mgVit B12   3 mcgVit C   50 mgL-Lysine   300 mgCholine Bitartrate   5 mgInositol   5 mgNicotinamide   10 mg,100 ml,16.45
1980,Vit A   2500 iuVit B1   2 mgVit B2   3 mgVit C   50 mgVit E   10 iuCopper   500 mcgIodine   100 mcgLycopene   1000 mcgManganese Gluconate   2 mgSelenium   35 mcgVit B6   1.5 mgZinc Gluconate   3 mg,30 ml,7.56
1981,Vit A   2500 iuVit B1   2 mgVit B2   3 mgVit C   50 mgVit E   10 iuCopper   500 mcgIodine   100 mcgLycopene   1000 mcgManganese Gluconate   2 mgSelenium   35 mcgVit B6   1.5 mgZinc Gluconate   3 mg,100 ml,13.88
1982,Vit A   4000 iuVit B1   10 mgVit B2   2 mgVit E   10 mgCholine Chloride   50 mgD-Panthenol   10 mgFolic Acid (Vit B9)   0.1 mgNiacinamide   20 mgTaurine   10 mgVit B6   10 mgVit D3   8000 iuVit K3   1 mg,10 ml,10.35
1983,Lycopene   1000 mcgVit A   2500 iuVit E   10 iuVit C   50 mgSelenium   35 mcgZinc   3 mgManganese   2 mgIodine   100 mcgCopper   500 mcgVit B1   2 mgVit B2   3 mgVit B6   1.5 mg,200 ml,25.54
1984,Vit C   40 mgNiacinamide   10 mgD-Panthenol   3 mgVit B1   2 mgVit B2   1 mgVit B6   1 mgVit E   1.5 mgVit A   1000 iuVit D2   400 iuBiotin   20 mcgCarbohydrate   957 mgFat   10 mg,10 ml,8.63
1985,Vit C   40 mgNiacinamide   10 mgD-Panthenol   3 mgVit B1   2 mgVit B2   1 mgVit B6   1 mgVit E   1.5 mgVit A   1000 iuVit D2   400 iuBiotin   20 mcgCarbohydrate   957 mgFat   10 mg,15 ml,9.89
1986,Vit E   200 mgVit C   100 mgEPA (Eicosapentaenoic Acid)   90 mgDHA (Decosahexanoic Acid)   60 mgZinc Sulphate   7.5 mgFolic Acid (Vit B9)   2.5 mgManganese   2 mgVit A   2500 iuChromium (Chromic)   100 mcgSelenium   40 mcgCopper   1 mgVit B6   1 mg,10 Capsule,11.32
1987,Vit A   2500 iuVit C   50 mgDHA (Decosahexanoic Acid)   100 mgEPA (Eicosapentaenoic Acid)   150 mgCopper   1 mgChromium (Chromic)   0.1 mgFolic Acid (Vit B9)   0.3 mgVit E   10 mgPyridoxine   1 mgManganese Sulphate   2 mgSelenium   0.04 mgZinc Sulphate   7.5 mg,10 Capsule,10.18
1988,Vit A   1250 iuVit D3   200 iuVit E   3 mgThiamine   0.5 mgRiboflavin   0.5 mgNiacinamide   5 mgPyridoxine   0.5 mgVit C   25 mgZinc   2.5 mgIron   5 mgD-Panthenol   3 mgLysine   10 mg,15 ml,8.96
1989,Vit A   2500 iuVit B1   2 mgVit B2   3 mgVit C   50 mgVit E   10 iuIodine   100 mcgCopper   500 mcgLycopene   3000 mcgManganese Gluconate   2 mgMethylcobalamin   250 mcgSelenium   35 mcgVit B6   1.5 mgZinc Gluconate   3 mg,200 ml,26.44
1990,Vit A   4000 iuVit B1   3 mgVit B2   2 mgVit C   25 mgVit E   10 iuCopper Sulphate   300 mcgFerric Ammonium Citrate   5 mgManganese   500 mcgNiacinamide   25 mgVit B12   3 mcgVit B6   1 mgVit D3   400 iuZinc Sulphate   5 mg,150 ml,24.22
1991,Vit A   1500 iuVit B2   1.5 mgVit C   30 mgVit E   3 mgCyanocobalamin   1.5 mcgD-Panthenol   2.5 mgFerrous Gluconate   42.85 mgL-Lysine   40 mgManganese Gluconate   185.41 Niacinamide   5 mgVit B6   1 mgVit D3   100 iuZinc Sulphate   34.85 mg,200 ml,26.74
1992,Vit A   2500 iuCholecalciferol   150 iuTocopheryl Acetate   6 mgThiamine   1.5 mgRiboflavin   1.5 mgPyridoxine   1.5 mgD-Panthenol   2 mgCyanocobalamin   0.8 mcgAscorbic Acid   40 mgLysine   40 mgCholine Dihydrogen Citrate   30 mgZinc Sulphate   25 mgNicotinamide   15 mg,120 ml,19.19
1993,Carbohydrate   5.4 gmFat   10 mgAscorbic Acid   50 mgNiacinamide   15 mgZinc Gluconate   5 mgD-Panthenol   2.5 mgThiamine   2 mgRiboflavin   1 mgPyridoxine   1 mgVit A   1000 iuVit D   200 iuBiotin   30 mcgCyanocobalamin   1 mcg,30 ml,7.64
1994,Carbohydrate   5.4 gmFat   10 mgAscorbic Acid   50 mgNiacinamide   15 mgZinc Gluconate   5 mgD-Panthenol   2.5 mgThiamine   2 mgRiboflavin   1 mgPyridoxine   1 mgVit A   1000 iuVit D   200 iuBiotin   30 mcgCyanocobalamin   1 mcg,100 ml,14.29
1995,Vit C   40 mgNiacinamide   10 mgD-Panthenol   3 mgZinc   2.5 mgVit B1   2 mgVit B2   1 mgVit B6   1 mgVit E   1.5 mgVit A   1000 iuVit D2   400 iuBiotin   20 mcgCarbohydrate   940 mgFat   10 mg,10 ml,8.74
1996,Vit C   40 mgNiacinamide   10 mgD-Panthenol   3 mgZinc   2.5 mgVit B1   2 mgVit B2   1 mgVit B6   1 mgVit E   1.5 mgVit A   1000 iuVit D2   400 iuBiotin   20 mcgCarbohydrate   940 mgFat   10 mg,15 ml,10.04
1997,Vit A   800 iuCholecalciferol   100 iuVit E   2.5 iuThiamine   0.75 mgRiboflavin   0.75 mgPyridoxine   0.5 mgCyanocobalamin   0.5 mcgD-Panthenol   0.5 mgNicotinamide   7.5 mgL-Lysine   5 mgZinc Sulphate   22.2 mgPotassium Iodide   50 mcgCopper Sulphate   100 mcg,200 ml,18.9
1998,Vit A   1250 iuCholecalciferol   330 iuThiamine   1 mgRiboflavin   1.37 mgVit E   8 mgBiotin   50 mcgCholine Chloride   50 mgD-Panthenol   1.5 mgFolic Acid (Vit B9)   100 mcgInositol   15 mgNicotinamide   10 mgPyridoxine   1 mgZinc Sulphate   11 mg,15 ml,10.36
1999,Vit A   2500 iuVit D3   400 iuVit E   15 iuThiamine   10 mgRiboflavin   10 mgPyridoxine   2 mgCyanocobalamin   7.5 mcgNiacinamide   50 mgCalcium Pantothenate   10 mgAscorbic Acid   75 mgMagnesium Sulphate   2.8 mgCopper Sulphate   2 mgZinc Sulphate   63 mgSelenium   70 mcg,10 Tablet,11.22
2000,Calcium D-Pantothenate   3 mgBeta Carotene   5 mgBiotin   30 mcgCholine Bitartrate   10 mgChromium (Chromic)   65 mcgCopper Sulphate   2.5 mgFolic Acid (Vit B9)   300 mcgManganese   1.4 mgMolybdenum   25 mcgNiacinamide   15 mgSelenium   30 mcgVit B12   0.5 mgVit B6   1.5 mgZinc   7.5 mg,10 Capsule,6.87
2001,Vit A   5000 iuVit D3   400 iuVit E   15 iuThiamine   10 mgRiboflavin   10 mgPyridoxine   2 mgCyanocobalamin   7.5 mcgNiacinamide   50 mgCalcium Pantothenate   10 mgAscorbic Acid   75 mgMagnesium Oxide   30 mgCopper   2 mgZinc Sulphate   63 mgSelenium   70 mcg,10 Tablet,7.32
2002,Vit A   800 iuCholecalciferol   50 iuThiamine   0.60 mgRiboflavin   1 mgPyridoxine   0.5 mgNicotinamide   8 mgD-Panthenol   1.5 mgVit C   15 mgVit E   2.5 mgFolic Acid (Vit B9)   100 mcgZinc   2.75 mgInositol   10 mgBiotin   30 mcgCholine Chloride   30 mg,120 ml,14.28
2003,Vit A   5000 iuVit E   25 iuAscorbic Acid   100 mgThiamine   10 mgRiboflavin   10 mgPyridoxine   3 mgCyanocobalamin   5 mcgNiacinamide   50 mgFolic Acid (Vit B9)   1 mgCalcium Pantothenate   12.5 mgZinc   15 mgCopper   2.5 mgSelenium   60 mcgManganese   14 mgChromium Chloride   65 mcg,10 Tablet,7.1
2004,Vit A   2500 iuVit B1   1 mgVit B2   1 mgVit E   5 iuCholecalciferol   200 iuPotassium Iodide   50 mcgLysine   30 mgManganese Chloride   0.8 mgMolybdenum   8 mcgNiacinamide   15 mgCalcium Panthenol   2.5 mgSelenium   10 mcgVit B12   1 mcgVit B6   1 mgZinc Sulphate   3 mg,150 ml,19.84
2005,Vit A   2500 iuVit B1   1 mgVit B2   1 mgVit E   5 iuCholecalciferol   200 iuPotassium Iodide   50 mcgLysine   30 mgManganese Chloride   0.8 mgMolybdenum   8 mcgNiacinamide   15 mgCalcium Panthenol   2.5 mgSelenium   10 mcgVit B12   1 mcgVit B6   1 mgZinc Sulphate   3 mg,30 ml,8.08
2006,Vit A   2500 iuVit B1   1 mgVit B2   1 mgVit C   100 mgVit E   200 mgCalcium D-Pantothenate   2.5 mgChromium Picolinate   100 mcgDHA (Decosahexanoic Acid)   60 mgEPA (Eicosapentaenoic Acid)   90 mgFolic Acid (Vit B9)   2.5 mgManganese Sulphate   2 mgNiacinamide   1 mgSelenium Dioxide   40 mcgVit B12   3 mcgZinc Sulphate   7.5 mg,10 ml,6.3
2007,Vit A   3200 iuVit C   50 mgAlcohol   1 mlCalcium Hypophosphate   40 mgCreosote   0.0208 mlGuaiphenesin   100 mgGlucose   0.4 gmMalt   1 gmManganese   10 mgPapain   14 mgSodium Phosphate   24 mgVit B12   4 mcgVit B6   1.4 mgVit D3   400 iuWild Cherry   0.4 ml,100 ml,19.52
2008,Vit A   3200 iuVit C   50 mgAlcohol   1 mlCalcium Hypophosphate   40 mgCreosote   0.0208 mlGuaiphenesin   100 mgGlucose   0.4 gmMalt   1 gmManganese   10 mgPapain   14 mgSodium Phosphate   24 mgVit B12   4 mcgVit B6   1.4 mgVit D3   400 iuWild Cherry   0.4 ml,30 ml,9.26
2009,Calcium Pantothenate   10 mgVit A   5000 iuVit B1   10 mgVit B2   10 mgVit C   75 mgVit E   15 iuCopper Sulphate   2 mgMagnesium Oxide   30 mgMagnesium Sulphate   2.8 mgNiacinamide   50 mgSelenium Dioxide   70 mcgVit B12   7.5 mcgVit B6   2 mgVit D3   400 iuZinc Sulphate   63 mg,10 Tablet,8.15
2010,Calcium Pantothenate   12.5 mgVit A   5000 iuVit B1   10 mgVit B2   10 mgVit C   125 mgVit E   12.5 iuChromium Picolinate   65 mcgCopper Sulphate   2 mgLycopene   2000 mcgManganese Sulphate   1.4 mgMethylcobalamin   250 mcgNiacinamide   50 mgSodium Selenium   100 mcgVit B6   3 mgZinc Sulphate   40 mg,10 Capsule,89.9
2011,Vit E   200 mgVit C   100 mgEPA (Eicosapentaenoic Acid)   90 mgDHA (Decosahexanoic Acid)   60 mgZinc Sulphate   7.5 mgFolic Acid (Vit B9)   2.5 mgCalcium D-Pantothenate   2.5 mgVit A   2500 iuManganese Sulphate   2 mgNiacinamide   1 mgVit B1   1 mgVit B2   1 mgChromium (Chromic)   100 mcgSelenium   40 mcgVit B12   3 mcg,10 Capsule,11.89
2012,Vit A   3000 iuVit D3   400 iuVit B1   1.5 mgVit B2   1.2 mgVit B6   1 mgVit B12   3 mgVit C   50 mgNicotinamide   10 mgD-Panthenol   5 mgPotassium Iodide   98 mcgCalcium Lactate   158 mgCalcium Hypophosphate   82 mgCalcium   80 mgManganese Gluconate   4.5 mgZinc Gluconate   3.9 mg,100 ml,16.5
2013,Vit A   3000 iuVit D3   400 iuVit B1   1.5 mgVit B2   1.2 mgVit B6   1 mgVit B12   3 mgVit C   50 mgNicotinamide   10 mgD-Panthenol   5 mgPotassium Iodide   98 mcgCalcium Lactate   158 mgCalcium Hypophosphate   82 mgCalcium   80 mgManganese Gluconate   4.5 mgZinc Gluconate   3.9 mg,30 ml,8.47
2014,Vit A   5000 iuBeta Carotene   1000 mcgVit E   25 iuPyridoxine   3 mgAscorbic Acid   75 mgL-Cysteine   46.37 mgL-Glutamic Acid   40 mgGlycine   25 mgZinc Sulphate   27.45 mgManganese Sulphate   1.12 mgMagnesium Sulphate   11.5 mgCopper Sulphate   0.8 mgChromium Picolinate   0.2 mgSodium Selenate   0.1 mgSpirulina   175 mg,15 Capsule,14.16
2015,Vit A   1250 iuVit D3   200 iuVit E   3 mgThiamine   0.5 mgRiboflavin   0.5 mgNiacinamide   5 mgPyridoxine   0.5 mgVit C   25 mgZinc   2.5 mgIron   5 mgD-Panthenol   3 mgL-Lysine   10 mg,10 ml,8.01
2016,Vit B1   5 mgVit B2   5 mgVit B6   3 mgVit B12   15 mcgFolic Acid (Vit B9)   0.5 mgL-Arginine   20 mgL-Glutamic Acid   50 mgL-Isoleucine   50 mgL-Leucine   70 mgL-Lysine   60 mgL-Methionine   65 mgL-Proline   35 mgL-Theronine   35 mgL-Tryptophan   5 mcgL-Phenylalamine   70 mgL-Valine   50 mg,10 gm,9.16
2017,Vit E   200 mgVit C   100 mgEPA (Eicosapentaenoic Acid)   90 mgDHA (Decosahexanoic Acid)   60 mgZinc Sulphate   7.5 mgFolic Acid (Vit B9)   2.5 mgVit B5   2.5 mgVit A   2500 iuManganese Sulphate   2 mgVit B3   1 mgVit B1   1 mgVit B2   1 mgChromium (Chromic)   100 mcgSelenium   40 mcgVit B12   3 mcgVit B6   1 mg,15 Capsule,16.34
2018,Vit A   2500 iuVit E   5 iuCholecalciferol   200 iuThiamine Hydrochloride   1.5 mgRiboflavin   1.5 mgPyridoxine Hydrochloride IP   0.5 mgNiacinamide   15 mgCyanocobalamin   2 mcgD-Panthenol   2.5 mgZinc   3 mgIodine   50 mcgManganese   0.8 mgMolybdenum   8 mcgSelenium   10 mcgL-Lysine   30 mgFolic Acid (Vit B9)   250 mg,30 ml,7.55
2019,Vit A   2500 iuVit E   5 iuCholecalciferol   200 iuThiamine Hydrochloride   1.5 mgRiboflavin   1.5 mgPyridoxine Hydrochloride IP   0.5 mgNiacinamide   15 mgCyanocobalamin   2 mcgD-Panthenol   2.5 mgZinc   3 mgIodine   50 mcgManganese   0.8 mgMolybdenum   8 mcgSelenium   10 mcgL-Lysine   30 mgFolic Acid (Vit B9)   250 mg,100 ml,14.03
